ticket,type,open_time,close_time,limit_price,market_at_cancel,hold_hours,min_gap_pts,cancel_gap_pts,near_miss_2pt,near_miss_5pt,gap_bucket,m5_touched_orig,fill_off0,net_off0,exit_off0,fill_off1,net_off1,exit_off1,fill_off2,net_off2,exit_off2,fill_off3,net_off3,exit_off3,fill_off5,net_off5,exit_off5,fill_off10,net_off10,exit_off10
80576897,sell limit,2026.05.18 10:07:02,2026.05.18 16:27:53,4581.0,4574.48,6.35,0.96,6.52,True,True,0-1,False,False,,,False,,,False,,,False,,,True,-5.18,sl,True,-5.18,sl
80513250,sell limit,2026.05.18 01:21:31,2026.05.19 13:35:33,4621.0,4541.32,36.23,31.61,79.68,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80513192,sell limit,2026.05.18 01:21:00,2026.05.19 13:35:32,4620.0,4541.37,36.24,30.61,78.63,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80513134,sell limit,2026.05.18 01:20:25,2026.05.19 13:35:31,4619.0,4540.6,36.25,29.61,78.4,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80468142,sell limit,2026.05.15 16:03:32,2026.05.18 01:06:07,4575.0,4552.99,57.04,8.42,22.01,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
80468096,sell limit,2026.05.15 16:03:09,2026.05.18 01:06:10,4574.0,4552.11,57.05,7.42,21.89,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
80468032,sell limit,2026.05.15 16:02:53,2026.05.18 01:06:14,4573.0,4551.83,57.06,6.42,21.17,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
80448448,sell limit,2026.05.15 12:58:35,2026.05.15 15:49:19,4574.0,4549.17,2.85,1.44,24.83,True,True,1-2,False,False,,,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
80448423,sell limit,2026.05.15 12:58:17,2026.05.15 15:49:15,4573.0,4549.24,2.85,0.44,23.76,True,True,0-1,False,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
80364068,sell limit,2026.05.15 01:20:17,2026.05.18 01:06:17,4682.0,4551.81,71.77,16.65,130.19,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80364021,sell limit,2026.05.15 01:19:58,2026.05.18 01:06:21,4681.0,4551.9,71.77,15.65,129.1,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80364006,sell limit,2026.05.15 01:19:28,2026.05.18 01:06:03,4680.0,4553.06,71.78,14.65,126.94,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80323679,sell limit,2026.05.14 15:53:00,2026.05.15 18:51:18,4730.3,4542.76,26.97,22.5,187.54,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80323642,sell limit,2026.05.14 15:52:43,2026.05.15 18:51:14,4729.3,4542.71,26.98,21.5,186.59,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80323605,sell limit,2026.05.14 15:52:12,2026.05.15 18:51:10,4728.3,4542.16,26.98,20.5,186.14,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80233903,buy limit,2026.05.13 19:13:34,2026.05.14 01:08:34,4662.0,4692.86,5.92,15.41,30.86,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80233891,buy limit,2026.05.13 19:13:16,2026.05.14 01:08:30,4663.0,4692.84,5.92,14.41,29.84,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80233869,buy limit,2026.05.13 19:12:53,2026.05.14 01:08:26,4664.0,4693.03,5.93,13.41,29.03,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80211910,sell limit,2026.05.13 16:09:44,2026.05.14 01:05:41,4710.5,4692.75,8.93,0.59,17.75,True,True,0-1,False,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
80194917,buy limit,2026.05.13 13:10:04,2026.05.13 16:39:48,4661.3,4674.3,3.5,11.61,13.0,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80194819,buy limit,2026.05.13 13:09:49,2026.05.13 16:39:45,4662.3,4674.55,3.5,10.61,12.25,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80194493,buy limit,2026.05.13 13:08:27,2026.05.13 16:39:41,4663.3,4675.11,3.52,9.61,11.81,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
80194206,sell limit,2026.05.13 13:05:41,2026.05.13 16:40:01,4717.0,4673.79,3.57,6.41,43.21,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
80194191,sell limit,2026.05.13 13:05:24,2026.05.13 16:39:57,4716.0,4674.45,3.58,5.41,41.55,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
80194165,sell limit,2026.05.13 13:04:57,2026.05.13 16:39:53,4715.0,4673.5,3.58,4.41,41.5,False,True,2-5,False,False,,,False,,,False,,,False,,,True,19.82,tp,True,-5.18,sl
80178334,sell limit,2026.05.13 10:03:44,2026.05.13 10:04:13,4714.0,4701.05,0.01,8.78,12.95,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,False,,
80178269,sell limit,2026.05.13 10:03:15,2026.05.13 10:04:08,4713.0,4701.86,0.01,7.78,11.14,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,False,,
80166150,sell limit,2026.05.13 07:59:03,2026.05.13 09:18:12,4735.5,4714.5,1.32,20.29,21.0,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80166133,sell limit,2026.05.13 07:58:40,2026.05.13 09:18:08,4734.5,4714.32,1.32,19.29,20.18,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80166061,sell limit,2026.05.13 07:57:53,2026.05.13 09:18:03,4733.5,4713.99,1.34,18.29,19.51,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
80165949,sell limit,2026.05.13 07:55:12,2026.05.13 09:16:13,4715.5,4712.24,1.35,0.29,3.26,True,True,0-1,False,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
80165927,sell limit,2026.05.13 07:54:59,2026.05.13 09:16:09,4714.5,4712.56,1.35,-0.71,1.94,False,False,touched,True,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl,True,-5.18,sl
80073464,buy limit,2026.05.12 12:58:09,2026.05.12 17:10:23,4674.0,4690.07,4.2,1.8,16.07,True,True,1-2,False,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
80073456,buy limit,2026.05.12 12:57:47,2026.05.12 17:10:19,4675.0,4690.46,4.21,0.8,15.46,True,True,0-1,False,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,19.82,tp,True,-5.18,sl
80073414,buy limit,2026.05.12 12:57:07,2026.05.12 17:10:14,4676.0,4690.89,4.22,-0.2,14.89,False,False,touched,True,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,19.82,tp,True,19.82,tp
80060002,sell limit,2026.05.12 10:14:11,2026.05.12 16:04:35,4734.0,4696.97,5.84,22.31,37.03,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80059980,sell limit,2026.05.12 10:13:57,2026.05.12 16:04:32,4733.0,4697.38,5.84,21.31,35.62,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80059812,sell limit,2026.05.12 10:12:14,2026.05.12 16:04:29,4732.0,4696.99,5.87,20.31,35.01,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
80059211,buy limit,2026.05.12 10:09:05,2026.05.12 12:37:07,4687.0,4699.08,2.47,-0.12,12.08,False,False,touched,True,False,,,False,,,False,,,False,,,False,,,True,-5.18,sl
80059132,buy limit,2026.05.12 10:08:45,2026.05.12 12:37:04,4688.0,4698.92,2.47,-1.12,10.92,False,False,touched,True,False,,,False,,,False,,,False,,,True,-5.18,sl,True,-5.18,sl
80059093,buy limit,2026.05.12 10:08:27,2026.05.12 12:37:01,4689.0,4698.9,2.48,-2.12,9.9,False,False,touched,True,False,,,False,,,False,,,False,,,True,-5.18,sl,True,-5.18,sl
79876322,buy limit,2026.05.11 01:14:46,2026.05.13 01:11:43,4612.0,4715.17,47.95,26.0,103.17,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79876277,buy limit,2026.05.11 01:14:25,2026.05.13 01:11:39,4613.0,4715.28,47.95,25.0,102.28,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79876226,buy limit,2026.05.11 01:14:00,2026.05.13 01:11:35,4614.0,4714.94,47.96,24.0,100.94,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79818360,buy limit,2026.05.08 14:24:24,2026.05.11 19:31:16,4645.0,4725.68,77.11,3.05,80.68,False,True,2-5,False,False,,,False,,,False,,,False,,,True,19.82,tp,True,-5.18,sl
79818353,buy limit,2026.05.08 14:24:06,2026.05.11 19:31:12,4646.0,4725.82,77.12,2.05,79.82,False,True,2-5,False,False,,,False,,,False,,,True,19.82,tp,True,19.82,tp,True,-5.18,sl
79818333,buy limit,2026.05.08 14:23:28,2026.05.11 19:31:08,4647.0,4725.35,77.13,1.05,78.35,True,True,1-2,False,False,,,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
79811095,buy limit,2026.05.08 12:52:31,2026.05.08 13:36:33,4704.0,4724.7,0.73,3.35,20.7,False,True,2-5,False,False,,,False,,,False,,,False,,,True,-5.18,sl,True,-5.18,sl
79811080,buy limit,2026.05.08 12:52:23,2026.05.08 13:37:06,4705.0,4725.22,0.75,2.35,20.22,False,True,2-5,False,False,,,False,,,False,,,True,19.82,tp,True,-5.18,sl,True,-5.18,sl
79811037,buy limit,2026.05.08 12:52:11,2026.05.08 13:36:51,4706.0,4724.24,0.74,1.35,18.24,True,True,1-2,False,False,,,False,,,True,19.82,tp,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
79788132,buy limit,2026.05.08 09:04:01,2026.05.08 09:11:03,4714.0,4726.44,0.12,-1.27,12.44,False,False,touched,True,False,,,False,,,False,,,False,,,False,,,True,-5.18,sl
79788025,buy limit,2026.05.08 09:03:36,2026.05.08 09:10:57,4714.0,4726.39,0.12,-1.27,12.39,False,False,touched,True,False,,,False,,,False,,,False,,,False,,,True,-5.18,sl
79775448,buy limit,2026.05.08 06:04:24,2026.05.08 13:36:45,4688.0,4724.25,7.54,8.99,36.25,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
79775424,buy limit,2026.05.08 06:04:07,2026.05.08 13:36:36,4688.0,4724.74,7.54,8.99,36.74,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
79765188,buy limit,2026.05.08 04:05:57,2026.05.08 13:36:43,4659.5,4724.46,9.51,37.49,64.96,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79765143,buy limit,2026.05.08 04:05:44,2026.05.08 13:36:39,4664.5,4724.66,9.52,32.49,60.16,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79765103,buy limit,2026.05.08 04:05:24,2026.05.08 13:36:48,4669.5,4724.26,9.52,27.49,54.76,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79583913,buy limit,2026.05.06 13:35:41,2026.05.07 01:17:11,4650.5,4697.53,11.69,9.54,47.03,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
79583899,buy limit,2026.05.06 13:35:24,2026.05.08 13:36:56,4615.0,4725.13,48.03,45.04,110.13,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79583877,buy limit,2026.05.06 13:35:04,2026.05.07 01:13:25,4654.5,4696.13,11.64,5.54,41.63,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
79557466,buy limit,2026.05.06 10:01:42,2026.05.08 13:36:59,4620.0,4725.07,51.59,37.55,105.07,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79557406,buy limit,2026.05.06 10:01:27,2026.05.08 13:37:03,4625.0,4725.17,51.59,32.55,100.17,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79557384,buy limit,2026.05.06 10:01:13,2026.05.07 01:13:21,4614.5,4696.1,15.2,43.05,81.6,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79557214,buy limit,2026.05.06 10:00:12,2026.05.08 13:37:13,4647.0,4725.7,51.62,10.55,78.7,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
79557091,buy limit,2026.05.06 09:59:49,2026.05.08 13:37:17,4652.0,4725.68,51.62,5.55,73.68,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
79556977,buy limit,2026.05.06 09:59:34,2026.05.08 13:37:22,4657.0,4726.14,51.63,0.55,69.14,True,True,0-1,False,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
79542903,buy limit,2026.05.06 07:17:18,2026.05.06 09:58:04,4607.0,4665.73,2.68,37.47,58.73,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79542891,buy limit,2026.05.06 07:17:06,2026.05.06 09:58:05,4607.0,4665.9,2.68,37.47,58.9,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79542880,buy limit,2026.05.06 07:16:54,2026.05.06 09:58:07,4607.0,4665.87,2.69,37.47,58.87,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79542871,buy limit,2026.05.06 07:16:39,2026.05.06 09:58:09,4617.0,4665.95,2.69,27.47,48.95,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79542854,buy limit,2026.05.06 07:16:24,2026.05.06 09:58:10,4617.0,4665.95,2.7,27.47,48.95,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79542833,buy limit,2026.05.06 07:16:12,2026.05.06 09:58:11,4617.0,4665.67,2.7,27.47,48.67,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79542815,buy limit,2026.05.06 07:15:55,2026.05.06 09:58:01,4627.0,4665.93,2.7,17.47,38.93,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
79542781,buy limit,2026.05.06 07:15:39,2026.05.06 09:57:57,4627.0,4665.81,2.71,17.47,38.81,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
79542760,buy limit,2026.05.06 07:15:27,2026.05.06 09:57:54,4627.0,4665.72,2.71,17.47,38.72,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
79539629,buy limit,2026.05.06 06:27:52,2026.05.06 10:03:44,4602.0,4667.54,3.6,40.57,65.54,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79539607,buy limit,2026.05.06 06:27:33,2026.05.06 10:03:43,4607.0,4667.55,3.6,35.57,60.55,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79539551,buy limit,2026.05.06 06:26:56,2026.05.06 10:03:42,4612.0,4667.51,3.61,30.57,55.51,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79525900,buy limit,2026.05.06 04:00:33,2026.05.06 10:03:38,4576.0,4667.52,6.05,33.52,91.52,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79525784,buy limit,2026.05.06 04:00:10,2026.05.06 10:03:34,4581.0,4667.11,6.06,28.52,86.11,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79525599,buy limit,2026.05.06 03:59:42,2026.05.06 10:03:33,4586.0,4667.11,6.06,23.52,81.11,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79484836,buy limit,2026.05.05 16:34:38,2026.05.05 17:32:16,4566.0,4582.37,0.96,-0.29,16.37,False,False,touched,True,True,19.82,tp,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
79461298,buy limit,2026.05.05 12:32:02,2026.05.06 06:26:32,4506.0,4645.09,17.91,33.75,139.09,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79461269,buy limit,2026.05.05 12:31:39,2026.05.06 06:26:28,4511.0,4645.28,17.91,28.75,134.28,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79461253,buy limit,2026.05.05 12:31:23,2026.05.06 06:26:23,4516.0,4645.21,17.92,23.75,129.21,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79360706,buy limit,2026.05.04 14:03:39,2026.05.04 16:05:53,4536.0,4564.74,2.04,15.38,28.74,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
79360655,buy limit,2026.05.04 14:03:19,2026.05.04 16:05:51,4541.0,4564.17,2.04,10.38,23.17,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
79360093,buy limit,2026.05.04 14:00:39,2026.05.04 16:05:49,4546.0,4564.91,2.09,5.38,18.91,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
79249337,buy limit,2026.05.01 16:29:57,2026.05.01 23:50:40,4561.0,4614.97,7.35,25.34,53.97,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79249288,buy limit,2026.05.01 16:29:28,2026.05.01 23:50:44,4561.0,4614.73,7.35,25.34,53.73,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79249189,buy limit,2026.05.01 16:28:50,2026.05.01 23:50:47,4571.0,4614.86,7.37,15.34,43.86,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
79249166,buy limit,2026.05.01 16:28:28,2026.05.01 23:50:52,4571.0,4614.84,7.37,15.34,43.84,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
