ticket,source,direction,open_time,entry,limit_offset,filled,tp_pts_used,orig_net,latest_net,latest_exit,delta
80667079,limit,sell,2026.05.19 05:09:41,4580.0,2.0,False,,0.0,0.0,no_fill,0.0
80667003,limit,sell,2026.05.19 05:09:20,4579.0,2.0,False,,0.0,0.0,no_fill,0.0
80615999,limit,buy,2026.05.18 16:18:51,4517.0,2.0,True,10.0,0.0,-5.18,sl,-5.18
80615982,limit,buy,2026.05.18 16:18:34,4516.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
80615968,limit,buy,2026.05.18 16:18:20,4515.0,2.0,True,30.0,0.0,-5.18,sl,-5.18
80614621,limit,sell,2026.05.18 16:04:45,4597.0,2.0,False,,0.0,0.0,no_fill,0.0
80614445,limit,sell,2026.05.18 16:03:34,4596.0,2.0,False,,0.0,0.0,no_fill,0.0
80614256,limit,sell,2026.05.18 16:02:35,4595.0,2.0,False,,0.0,0.0,no_fill,0.0
80577101,limit,buy,2026.05.18 10:09:17,4501.0,2.0,False,,0.0,0.0,no_fill,0.0
80576994,limit,buy,2026.05.18 10:08:45,4502.0,2.0,False,,0.0,0.0,no_fill,0.0
80576971,limit,buy,2026.05.18 10:08:18,4503.0,2.0,False,,0.0,0.0,no_fill,0.0
80576933,limit,sell,2026.05.18 10:07:40,4583.0,2.0,False,,0.0,0.0,no_fill,0.0
80576918,limit,sell,2026.05.18 10:07:25,4582.0,2.0,False,,0.0,0.0,no_fill,0.0
80576897,limit,sell,2026.05.18 10:07:02,4581.0,2.0,False,,0.0,0.0,no_fill,0.0
80513250,limit,sell,2026.05.18 01:21:31,4621.0,2.0,False,,0.0,0.0,no_fill,0.0
80513192,limit,sell,2026.05.18 01:21:00,4620.0,2.0,False,,0.0,0.0,no_fill,0.0
80513134,limit,sell,2026.05.18 01:20:25,4619.0,2.0,False,,0.0,0.0,no_fill,0.0
80468142,limit,sell,2026.05.15 16:03:32,4575.0,2.0,False,,0.0,0.0,no_fill,0.0
80468096,limit,sell,2026.05.15 16:03:09,4574.0,2.0,False,,0.0,0.0,no_fill,0.0
80468032,limit,sell,2026.05.15 16:02:53,4573.0,2.0,False,,0.0,0.0,no_fill,0.0
80448448,limit,sell,2026.05.15 12:58:35,4572.0,2.0,True,20.0,0.0,19.82,tp,19.82
80448423,limit,sell,2026.05.15 12:58:17,4571.0,2.0,True,10.0,0.0,9.82,tp,9.82
80364068,limit,sell,2026.05.15 01:20:17,4682.0,2.0,False,,0.0,0.0,no_fill,0.0
80364021,limit,sell,2026.05.15 01:19:58,4681.0,2.0,False,,0.0,0.0,no_fill,0.0
80364006,limit,sell,2026.05.15 01:19:28,4680.0,2.0,False,,0.0,0.0,no_fill,0.0
80323679,limit,sell,2026.05.14 15:53:00,4730.3,2.0,False,,0.0,0.0,no_fill,0.0
80323642,limit,sell,2026.05.14 15:52:43,4729.3,2.0,False,,0.0,0.0,no_fill,0.0
80323605,limit,sell,2026.05.14 15:52:12,4728.3,2.0,False,,0.0,0.0,no_fill,0.0
80233903,limit,buy,2026.05.13 19:13:34,4662.0,2.0,False,,0.0,0.0,no_fill,0.0
80233891,limit,buy,2026.05.13 19:13:16,4663.0,2.0,False,,0.0,0.0,no_fill,0.0
80233869,limit,buy,2026.05.13 19:12:53,4664.0,2.0,False,,0.0,0.0,no_fill,0.0
80211910,limit,sell,2026.05.13 16:09:44,4708.5,2.0,True,10.0,0.0,9.82,tp,9.82
80194917,limit,buy,2026.05.13 13:10:04,4661.3,2.0,False,,0.0,0.0,no_fill,0.0
80194819,limit,buy,2026.05.13 13:09:49,4662.3,2.0,False,,0.0,0.0,no_fill,0.0
80194493,limit,buy,2026.05.13 13:08:27,4663.3,2.0,False,,0.0,0.0,no_fill,0.0
80194206,limit,sell,2026.05.13 13:05:41,4717.0,2.0,False,,0.0,0.0,no_fill,0.0
80194191,limit,sell,2026.05.13 13:05:24,4716.0,2.0,False,,0.0,0.0,no_fill,0.0
80194165,limit,sell,2026.05.13 13:04:57,4715.0,2.0,False,,0.0,0.0,no_fill,0.0
80178334,limit,sell,2026.05.13 10:03:44,4714.0,2.0,False,,0.0,0.0,no_fill,0.0
80178269,limit,sell,2026.05.13 10:03:15,4713.0,2.0,False,,0.0,0.0,no_fill,0.0
80166150,limit,sell,2026.05.13 07:59:03,4735.5,2.0,False,,0.0,0.0,no_fill,0.0
80166133,limit,sell,2026.05.13 07:58:40,4734.5,2.0,False,,0.0,0.0,no_fill,0.0
80166061,limit,sell,2026.05.13 07:57:53,4733.5,2.0,False,,0.0,0.0,no_fill,0.0
80165949,limit,sell,2026.05.13 07:55:12,4713.5,2.0,True,10.0,0.0,9.82,tp,9.82
80165927,limit,sell,2026.05.13 07:54:59,4712.5,2.0,True,10.0,0.0,9.82,tp,9.82
80073464,limit,buy,2026.05.12 12:58:09,4676.0,2.0,True,10.0,0.0,9.82,tp,9.82
80073456,limit,buy,2026.05.12 12:57:47,4677.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
80073414,limit,buy,2026.05.12 12:57:07,4678.0,2.0,True,10.0,0.0,9.82,tp,9.82
80060002,limit,sell,2026.05.12 10:14:11,4734.0,2.0,False,,0.0,0.0,no_fill,0.0
80059980,limit,sell,2026.05.12 10:13:57,4733.0,2.0,False,,0.0,0.0,no_fill,0.0
80059812,limit,sell,2026.05.12 10:12:14,4732.0,2.0,False,,0.0,0.0,no_fill,0.0
80059211,limit,buy,2026.05.12 10:09:05,4687.0,2.0,False,,0.0,0.0,no_fill,0.0
80059132,limit,buy,2026.05.12 10:08:45,4688.0,2.0,False,,0.0,0.0,no_fill,0.0
80059093,limit,buy,2026.05.12 10:08:27,4689.0,2.0,False,,0.0,0.0,no_fill,0.0
79876322,limit,buy,2026.05.11 01:14:46,4612.0,2.0,False,,0.0,0.0,no_fill,0.0
79876277,limit,buy,2026.05.11 01:14:25,4613.0,2.0,False,,0.0,0.0,no_fill,0.0
79876226,limit,buy,2026.05.11 01:14:00,4614.0,2.0,False,,0.0,0.0,no_fill,0.0
79818360,limit,buy,2026.05.08 14:24:24,4645.0,2.0,False,,0.0,0.0,no_fill,0.0
79818353,limit,buy,2026.05.08 14:24:06,4646.0,2.0,False,,0.0,0.0,no_fill,0.0
79818333,limit,buy,2026.05.08 14:23:28,4649.0,2.0,True,10.0,0.0,9.82,tp,9.82
79811095,limit,buy,2026.05.08 12:52:31,4704.0,2.0,False,,0.0,0.0,no_fill,0.0
79811080,limit,buy,2026.05.08 12:52:23,4705.0,2.0,False,,0.0,0.0,no_fill,0.0
79811037,limit,buy,2026.05.08 12:52:11,4708.0,2.0,True,10.0,0.0,9.82,tp,9.82
79788132,limit,buy,2026.05.08 09:04:01,4714.0,2.0,False,,0.0,0.0,no_fill,0.0
79788025,limit,buy,2026.05.08 09:03:36,4714.0,2.0,False,,0.0,0.0,no_fill,0.0
79775448,limit,buy,2026.05.08 06:04:24,4688.0,2.0,False,,0.0,0.0,no_fill,0.0
79775424,limit,buy,2026.05.08 06:04:07,4688.0,2.0,False,,0.0,0.0,no_fill,0.0
79765188,limit,buy,2026.05.08 04:05:57,4659.5,2.0,False,,0.0,0.0,no_fill,0.0
79765143,limit,buy,2026.05.08 04:05:44,4664.5,2.0,False,,0.0,0.0,no_fill,0.0
79765103,limit,buy,2026.05.08 04:05:24,4669.5,2.0,False,,0.0,0.0,no_fill,0.0
79583913,limit,buy,2026.05.06 13:35:41,4650.5,2.0,False,,0.0,0.0,no_fill,0.0
79583899,limit,buy,2026.05.06 13:35:24,4615.0,2.0,False,,0.0,0.0,no_fill,0.0
79583877,limit,buy,2026.05.06 13:35:04,4654.5,2.0,False,,0.0,0.0,no_fill,0.0
79557466,limit,buy,2026.05.06 10:01:42,4620.0,2.0,False,,0.0,0.0,no_fill,0.0
79557406,limit,buy,2026.05.06 10:01:27,4625.0,2.0,False,,0.0,0.0,no_fill,0.0
79557384,limit,buy,2026.05.06 10:01:13,4614.5,2.0,False,,0.0,0.0,no_fill,0.0
79557214,limit,buy,2026.05.06 10:00:12,4647.0,2.0,False,,0.0,0.0,no_fill,0.0
79557091,limit,buy,2026.05.06 09:59:49,4652.0,2.0,False,,0.0,0.0,no_fill,0.0
79556977,limit,buy,2026.05.06 09:59:34,4659.0,2.0,True,10.0,0.0,9.82,tp,9.82
79542903,limit,buy,2026.05.06 07:17:18,4607.0,2.0,False,,0.0,0.0,no_fill,0.0
79542891,limit,buy,2026.05.06 07:17:06,4607.0,2.0,False,,0.0,0.0,no_fill,0.0
79542880,limit,buy,2026.05.06 07:16:54,4607.0,2.0,False,,0.0,0.0,no_fill,0.0
79542871,limit,buy,2026.05.06 07:16:39,4617.0,2.0,False,,0.0,0.0,no_fill,0.0
79542854,limit,buy,2026.05.06 07:16:24,4617.0,2.0,False,,0.0,0.0,no_fill,0.0
79542833,limit,buy,2026.05.06 07:16:12,4617.0,2.0,False,,0.0,0.0,no_fill,0.0
79542815,limit,buy,2026.05.06 07:15:55,4627.0,2.0,False,,0.0,0.0,no_fill,0.0
79542781,limit,buy,2026.05.06 07:15:39,4627.0,2.0,False,,0.0,0.0,no_fill,0.0
79542760,limit,buy,2026.05.06 07:15:27,4627.0,2.0,False,,0.0,0.0,no_fill,0.0
79539629,limit,buy,2026.05.06 06:27:52,4602.0,2.0,False,,0.0,0.0,no_fill,0.0
79539607,limit,buy,2026.05.06 06:27:33,4607.0,2.0,False,,0.0,0.0,no_fill,0.0
79539551,limit,buy,2026.05.06 06:26:56,4612.0,2.0,False,,0.0,0.0,no_fill,0.0
79525900,limit,buy,2026.05.06 04:00:33,4576.0,2.0,False,,0.0,0.0,no_fill,0.0
79525784,limit,buy,2026.05.06 04:00:10,4581.0,2.0,False,,0.0,0.0,no_fill,0.0
79525599,limit,buy,2026.05.06 03:59:42,4586.0,2.0,False,,0.0,0.0,no_fill,0.0
79484836,limit,buy,2026.05.05 16:34:38,4568.0,2.0,True,10.0,0.0,9.82,tp,9.82
79461298,limit,buy,2026.05.05 12:32:02,4506.0,2.0,False,,0.0,0.0,no_fill,0.0
79461269,limit,buy,2026.05.05 12:31:39,4511.0,2.0,False,,0.0,0.0,no_fill,0.0
79461253,limit,buy,2026.05.05 12:31:23,4516.0,2.0,False,,0.0,0.0,no_fill,0.0
79360706,limit,buy,2026.05.04 14:03:39,4536.0,2.0,False,,0.0,0.0,no_fill,0.0
79360655,limit,buy,2026.05.04 14:03:19,4541.0,2.0,False,,0.0,0.0,no_fill,0.0
79360093,limit,buy,2026.05.04 14:00:39,4546.0,2.0,False,,0.0,0.0,no_fill,0.0
79249337,limit,buy,2026.05.01 16:29:57,4561.0,2.0,False,,0.0,0.0,no_fill,0.0
79249288,limit,buy,2026.05.01 16:29:28,4561.0,2.0,False,,0.0,0.0,no_fill,0.0
79249189,limit,buy,2026.05.01 16:28:50,4571.0,2.0,False,,0.0,0.0,no_fill,0.0
79249166,limit,buy,2026.05.01 16:28:28,4571.0,2.0,False,,0.0,0.0,no_fill,0.0
79186734,limit,buy,2026.05.01 01:17:16,4556.0,2.0,False,,0.0,0.0,no_fill,0.0
79131537,limit,buy,2026.04.30 13:00:01,4576.2,2.0,False,,0.0,0.0,no_fill,0.0
79131493,limit,buy,2026.04.30 12:59:36,4578.2,2.0,False,,0.0,0.0,no_fill,0.0
79131468,limit,buy,2026.04.30 12:59:04,4580.2,2.0,False,,0.0,0.0,no_fill,0.0
79091798,limit,buy,2026.04.30 06:43:06,4513.0,2.0,False,,0.0,0.0,no_fill,0.0
79091765,limit,buy,2026.04.30 06:42:54,4515.0,2.0,False,,0.0,0.0,no_fill,0.0
79091716,limit,buy,2026.04.30 06:42:01,4517.0,2.0,False,,0.0,0.0,no_fill,0.0
78991292,limit,buy,2026.04.29 12:09:21,4368.5,2.0,False,,0.0,0.0,no_fill,0.0
78991270,limit,buy,2026.04.29 12:09:07,4370.5,2.0,False,,0.0,0.0,no_fill,0.0
78991230,limit,buy,2026.04.29 12:08:33,4372.5,2.0,False,,0.0,0.0,no_fill,0.0
78991208,limit,buy,2026.04.29 12:08:09,4378.5,2.0,False,,0.0,0.0,no_fill,0.0
78991194,limit,buy,2026.04.29 12:07:53,4380.5,2.0,False,,0.0,0.0,no_fill,0.0
78991163,limit,buy,2026.04.29 12:07:29,4382.5,2.0,False,,0.0,0.0,no_fill,0.0
78991056,limit,buy,2026.04.29 12:06:34,4388.5,2.0,False,,0.0,0.0,no_fill,0.0
78991027,limit,buy,2026.04.29 12:06:18,4390.5,2.0,False,,0.0,0.0,no_fill,0.0
78990980,limit,buy,2026.04.29 12:05:39,4392.5,2.0,False,,0.0,0.0,no_fill,0.0
78828637,limit,sell,2026.04.28 10:31:41,4660.0,2.0,False,,0.0,0.0,no_fill,0.0
78828614,limit,sell,2026.04.28 10:31:29,4658.0,2.0,False,,0.0,0.0,no_fill,0.0
78828600,limit,sell,2026.04.28 10:31:17,4656.0,2.0,False,,0.0,0.0,no_fill,0.0
78780499,limit,sell,2026.04.28 01:08:10,4711.0,2.0,False,,0.0,0.0,no_fill,0.0
78780480,limit,sell,2026.04.28 01:07:57,4713.0,2.0,False,,0.0,0.0,no_fill,0.0
78780472,limit,sell,2026.04.28 01:07:34,4715.0,2.0,False,,0.0,0.0,no_fill,0.0
78666382,limit,sell,2026.04.27 01:17:36,4729.4,2.0,True,10.0,0.0,9.82,tp,9.82
78666345,limit,sell,2026.04.27 01:16:18,4733.4,2.0,False,,0.0,0.0,no_fill,0.0
78466503,limit,buy,2026.04.23 12:37:44,4603.0,2.0,False,,0.0,0.0,no_fill,0.0
78466481,limit,buy,2026.04.23 12:37:35,4605.0,2.0,False,,0.0,0.0,no_fill,0.0
78466458,limit,buy,2026.04.23 12:37:22,4607.0,2.0,False,,0.0,0.0,no_fill,0.0
78466433,limit,buy,2026.04.23 12:37:09,4613.0,2.0,False,,0.0,0.0,no_fill,0.0
78466325,limit,buy,2026.04.23 12:35:49,4615.0,2.0,False,,0.0,0.0,no_fill,0.0
78466319,limit,buy,2026.04.23 12:35:39,4617.0,2.0,False,,0.0,0.0,no_fill,0.0
78466307,limit,buy,2026.04.23 12:35:25,4623.0,2.0,False,,0.0,0.0,no_fill,0.0
78466299,limit,buy,2026.04.23 12:35:15,4625.0,2.0,False,,0.0,0.0,no_fill,0.0
78466272,limit,buy,2026.04.23 12:34:52,4627.0,2.0,False,,0.0,0.0,no_fill,0.0
78461845,limit,sell,2026.04.23 11:57:38,4740.8,2.0,False,,0.0,0.0,no_fill,0.0
78461780,limit,sell,2026.04.23 11:56:50,4738.8,2.0,False,,0.0,0.0,no_fill,0.0
78461768,limit,sell,2026.04.23 11:56:34,4736.8,2.0,False,,0.0,0.0,no_fill,0.0
78382729,limit,sell,2026.04.22 19:08:28,4752.0,2.0,True,10.0,0.0,9.82,tp,9.82
78382512,limit,buy,2026.04.22 19:05:57,4659.5,2.0,False,,0.0,0.0,no_fill,0.0
78382372,limit,buy,2026.04.22 19:05:03,4661.5,2.0,False,,0.0,0.0,no_fill,0.0
78382342,limit,buy,2026.04.22 19:04:48,4663.5,2.0,False,,0.0,0.0,no_fill,0.0
78381406,limit,buy,2026.04.22 18:53:41,4702.8,2.0,False,,0.0,0.0,no_fill,0.0
78381379,limit,buy,2026.04.22 18:53:19,4704.8,2.0,False,,0.0,0.0,no_fill,0.0
78381365,limit,buy,2026.04.22 18:53:03,4706.8,2.0,False,,0.0,0.0,no_fill,0.0
78309453,limit,buy,2026.04.22 06:34:45,4686.64,2.0,False,,0.0,0.0,no_fill,0.0
78309426,limit,buy,2026.04.22 06:34:19,4688.64,2.0,False,,0.0,0.0,no_fill,0.0
78309391,limit,buy,2026.04.22 06:33:47,4690.64,2.0,False,,0.0,0.0,no_fill,0.0
78309172,limit,buy,2026.04.22 06:31:55,4696.64,2.0,False,,0.0,0.0,no_fill,0.0
78309049,limit,buy,2026.04.22 06:30:24,4698.64,2.0,False,,0.0,0.0,no_fill,0.0
78308805,limit,buy,2026.04.22 06:29:27,4700.64,2.0,False,,0.0,0.0,no_fill,0.0
78308474,limit,buy,2026.04.22 06:26:14,4706.64,2.0,False,,0.0,0.0,no_fill,0.0
78308358,limit,buy,2026.04.22 06:24:40,4708.64,2.0,False,,0.0,0.0,no_fill,0.0
78308318,limit,buy,2026.04.22 06:24:11,4710.64,2.0,False,,0.0,0.0,no_fill,0.0
78256448,limit,sell,2026.04.21 19:19:44,4772.0,2.0,False,,0.0,0.0,no_fill,0.0
78256422,limit,sell,2026.04.21 19:19:24,4770.0,2.0,False,,0.0,0.0,no_fill,0.0
78256396,limit,sell,2026.04.21 19:19:01,4768.0,2.0,False,,0.0,0.0,no_fill,0.0
78248105,limit,sell,2026.04.21 18:24:04,4763.0,2.0,False,,0.0,0.0,no_fill,0.0
78248049,limit,sell,2026.04.21 18:23:47,4761.0,2.0,False,,0.0,0.0,no_fill,0.0
78248006,limit,sell,2026.04.21 18:23:32,4759.0,2.0,False,,0.0,0.0,no_fill,0.0
78244240,limit,buy,2026.04.21 18:05:43,4663.0,2.0,False,,0.0,0.0,no_fill,0.0
78244122,limit,buy,2026.04.21 18:05:27,4665.0,2.0,False,,0.0,0.0,no_fill,0.0
78244068,limit,buy,2026.04.21 18:05:12,4669.0,2.0,True,10.0,0.0,9.82,tp,9.82
78077642,limit,buy,2026.04.20 16:05:32,4773.0,2.0,False,,0.0,0.0,no_fill,0.0
78077605,limit,buy,2026.04.20 16:05:18,4780.0,2.0,False,,0.0,0.0,no_fill,0.0
78077558,limit,buy,2026.04.20 16:04:49,4787.0,2.0,False,,0.0,0.0,no_fill,0.0
78050146,limit,sell,2026.04.20 11:31:44,4823.0,2.0,False,,0.0,0.0,no_fill,0.0
78050128,limit,sell,2026.04.20 11:31:33,4818.0,2.0,False,,0.0,0.0,no_fill,0.0
78050110,limit,sell,2026.04.20 11:31:19,4813.0,2.0,False,,0.0,0.0,no_fill,0.0
78049948,limit,buy,2026.04.20 11:30:08,4750.0,2.0,False,,0.0,0.0,no_fill,0.0
78049906,limit,buy,2026.04.20 11:29:54,4755.0,2.0,False,,0.0,0.0,no_fill,0.0
78049892,limit,buy,2026.04.20 11:29:40,4760.0,2.0,False,,0.0,0.0,no_fill,0.0
77922050,limit,buy,2026.04.17 16:06:19,4821.7,2.0,False,,0.0,0.0,no_fill,0.0
77854374,limit,sell,2026.04.17 05:03:22,4815.0,2.0,False,,0.0,0.0,no_fill,0.0
77854370,limit,sell,2026.04.17 05:03:16,4810.0,2.0,False,,0.0,0.0,no_fill,0.0
77822473,limit,buy,2026.04.16 18:57:12,4788.0,2.0,True,10.0,0.0,9.82,tp,9.82
77822415,limit,buy,2026.04.16 18:56:58,4788.0,2.0,True,10.0,0.0,9.82,tp,9.82
77822366,limit,buy,2026.04.16 18:56:44,4788.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
77768685,limit,buy,2026.04.16 11:24:54,4806.5,2.0,True,10.0,0.0,9.82,tp,9.82
77768524,limit,buy,2026.04.16 11:22:49,4806.5,2.0,True,10.0,0.0,9.82,tp,9.82
77768508,limit,buy,2026.04.16 11:22:37,4806.5,2.0,True,20.0,0.0,-5.18,sl,-5.18
77654656,limit,buy,2026.04.15 12:49:36,4754.8,2.0,False,,0.0,0.0,no_fill,0.0
77654545,limit,buy,2026.04.15 12:49:00,4765.0,2.0,False,,0.0,0.0,no_fill,0.0
77654485,limit,buy,2026.04.15 12:48:26,4765.0,2.0,False,,0.0,0.0,no_fill,0.0
77587963,limit,buy,2026.04.14 23:56:44,4805.0,2.0,True,10.0,0.0,9.82,tp,9.82
77587957,limit,buy,2026.04.14 23:56:27,4805.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
77565250,limit,buy,2026.04.14 17:56:43,4805.0,2.0,True,10.0,0.0,-5.18,sl,-5.18
77565076,limit,buy,2026.04.14 17:55:46,4822.0,2.0,True,10.0,0.0,-5.18,sl,-5.18
77565031,limit,buy,2026.04.14 17:55:31,4822.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
77543604,limit,buy,2026.04.14 15:52:23,4751.0,2.0,False,,0.0,0.0,no_fill,0.0
77543570,limit,buy,2026.04.14 15:52:13,4751.0,2.0,False,,0.0,0.0,no_fill,0.0
77543429,limit,buy,2026.04.14 15:51:53,4751.0,2.0,False,,0.0,0.0,no_fill,0.0
77517933,limit,buy,2026.04.14 11:59:51,4772.0,2.0,True,10.0,0.0,9.82,tp,9.82
77517917,limit,buy,2026.04.14 11:59:39,4772.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
77467092,limit,buy,2026.04.14 01:16:27,4675.0,2.0,False,,0.0,0.0,no_fill,0.0
77467083,limit,buy,2026.04.14 01:16:06,4675.0,2.0,False,,0.0,0.0,no_fill,0.0
77448567,limit,buy,2026.04.13 18:57:23,4675.0,2.0,False,,0.0,0.0,no_fill,0.0
77448535,limit,buy,2026.04.13 18:57:11,4685.0,2.0,False,,0.0,0.0,no_fill,0.0
77448492,limit,buy,2026.04.13 18:56:57,4685.0,2.0,False,,0.0,0.0,no_fill,0.0
77448476,limit,buy,2026.04.13 18:56:44,4685.0,2.0,False,,0.0,0.0,no_fill,0.0
77425506,limit,sell,2026.04.13 16:34:01,4770.0,2.0,False,,0.0,0.0,no_fill,0.0
77425435,limit,sell,2026.04.13 16:33:43,4770.0,2.0,False,,0.0,0.0,no_fill,0.0
77398166,limit,sell,2026.04.13 13:02:36,4750.0,2.0,False,,0.0,0.0,no_fill,0.0
77398156,limit,sell,2026.04.13 13:02:19,4750.0,2.0,False,,0.0,0.0,no_fill,0.0
77398074,limit,buy,2026.04.13 13:01:40,4663.0,2.0,False,,0.0,0.0,no_fill,0.0
77398058,limit,buy,2026.04.13 13:01:21,4663.0,2.0,False,,0.0,0.0,no_fill,0.0
77384274,limit,buy,2026.04.13 10:49:43,4682.0,2.0,False,,0.0,0.0,no_fill,0.0
77384246,limit,buy,2026.04.13 10:49:28,4682.0,2.0,False,,0.0,0.0,no_fill,0.0
77287801,limit,buy,2026.04.10 16:01:43,4745.0,2.0,False,,0.0,0.0,no_fill,0.0
77287749,limit,buy,2026.04.10 16:01:18,4745.0,2.0,False,,0.0,0.0,no_fill,0.0
77287702,limit,buy,2026.04.10 16:01:01,4745.0,2.0,False,,0.0,0.0,no_fill,0.0
77191588,limit,buy,2026.04.09 17:00:09,4759.0,2.0,False,,0.0,0.0,no_fill,0.0
77191520,limit,buy,2026.04.09 16:59:55,4759.0,2.0,False,,0.0,0.0,no_fill,0.0
77191498,limit,buy,2026.04.09 16:59:39,4759.0,2.0,False,,0.0,0.0,no_fill,0.0
77185031,limit,buy,2026.04.09 16:15:21,4713.0,2.0,False,,0.0,0.0,no_fill,0.0
77184951,limit,buy,2026.04.09 16:15:05,4713.0,2.0,False,,0.0,0.0,no_fill,0.0
77184896,limit,buy,2026.04.09 16:14:44,4713.0,2.0,False,,0.0,0.0,no_fill,0.0
77064514,limit,buy,2026.04.08 15:58:50,4762.5,2.0,True,10.0,0.0,9.82,tp,9.82
77064503,limit,buy,2026.04.08 15:58:33,4762.5,2.0,True,20.0,0.0,-5.18,sl,-5.18
77064473,limit,buy,2026.04.08 15:57:59,4762.5,2.0,True,10.0,0.0,9.82,tp,9.82
77044557,limit,buy,2026.04.08 12:58:24,4770.0,2.0,True,10.0,0.0,9.82,tp,9.82
77044515,limit,buy,2026.04.08 12:58:11,4770.0,2.0,True,20.0,0.0,19.82,tp,19.82
77044495,limit,buy,2026.04.08 12:57:57,4770.0,2.0,True,10.0,0.0,9.82,tp,9.82
77024781,limit,buy,2026.04.08 10:02:56,4799.0,2.0,True,10.0,0.0,9.82,tp,9.82
77024741,limit,buy,2026.04.08 10:02:43,4799.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
77024689,limit,buy,2026.04.08 10:02:28,4799.0,2.0,True,30.0,0.0,-5.18,sl,-5.18
76972830,limit,buy,2026.04.08 01:25:23,4671.0,2.0,False,,0.0,0.0,no_fill,0.0
76972827,limit,buy,2026.04.08 01:25:07,4671.0,2.0,False,,0.0,0.0,no_fill,0.0
